locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_0222,PP_0222,,274562,275947,1386,-,"Monooxygenase, DszA family",Energy production and conversion,PP_0223-PP_0222-PP_0221-metNB-metP,
PP_0223,PP_0223,,275947,277167,1221,-,"Monooxygenase, DszC family",Lipid transport and metabolism,PP_0223-PP_0222-PP_0221-metNB-metP,
PP_0224,PP_0224,,277264,278505,1242,-,"Monooxygenase, DszC family",Lipid transport and metabolism,PP_0224,
PP_0225,sctC,,278819,279577,759,-,sulfur compound ABC transporter - ATP-binding subunit,Amino acid transport and metabolism,fliY-sctS-sctC,
PP_0226,sctS,,279580,280248,669,-,sulfur compound ABC transporter - permease subunit,Inorganic ion transport and metabolism,fliY-sctS-sctC,
PP_0227,fliY,,280245,281039,795,-,periplasmic cystine-binding protein,Amino acid transport and metabolism,fliY-sctS-sctC,
PP_0228,PP_0228,,281348,282280,933,+,putative serine acetyltransferase,Amino acid transport and metabolism,PP_0228,
PP_0229,betT-II,,282550,284553,2004,+,choline/carnitine/betaine transporter,Cell wall/membrane/envelope biogenesis,betT-II,
PP_0230,atsK,,284616,285449,834,-,alpha-ketoglutarate-dependent sulfonate dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",atsK,
PP_0231,tauC,,285498,286337,840,-,taurine ABC transporter permease subunit,Inorganic ion transport and metabolism,tauA-tauB-II-tauC,
PP_0232,tauB-II,,286334,287122,789,-,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,tauA-tauB-II-tauC,
PP_0233,tauA,,287136,288107,972,-,taurine ABC transporter periplasmic binding subunit,Inorganic ion transport and metabolism,tauA-tauB-II-tauC,
PP_0234,oprE,,288582,289916,1335,+,outer-membrane porin E,Cell wall/membrane/envelope biogenesis,oprE,
PP_0235,PP_0235,,290082,290720,639,+,Peroxidase,"Post-translational modification, protein turnover,and chaperones",PP_0235,
PP_0236,ssuE,,290940,291533,594,+,NAD(P)H-dependent FMN reductase subunit,Function unknown,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0237,ssuA,,291619,292584,966,+,aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate,Inorganic ion transport and metabolism,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0238,ssuD,,292644,293792,1149,+,alkanesulfonate monooxygenase,Energy production and conversion,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0239,ssuC,,293803,294600,798,+,aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate,Inorganic ion transport and metabolism,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0240,ssuB,,294597,295409,813,+,Aliphatic sulfonates import ATP-binding protein SsuB,Inorganic ion transport and metabolism,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0241,PP_0241,,295437,295652,216,+,Transporter,Coenzyme transport and metabolism,PP_0241-ssuB-ssuC-ssuD-ssuA-ssuE,
PP_0242,PP_0242,,295794,296426,633,-,"Transcriptional regulator, TetR family",Transcription,gshA-PP_0242,
PP_0243,gshA,,296426,298003,1578,-,Glutamate--cysteine ligase,Coenzyme transport and metabolism,gshA-PP_0242,
PP_0244,PP_0244,,298157,298540,384,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",yhgF-PP_0244,
PP_0245,yhgF,,298540,301125,2586,-,putative transcriptional accessory protein,Transcription,yhgF-PP_0244,
PP_0246,ompR,,301082,301822,741,+,two-component system DNA-binding response transcriptional dual regulator,Transcription,envZ-ompR,
PP_0247,envZ,,301836,303149,1314,+,Osmolarity sensor protein EnvZ,Signal transduction mechanisms,envZ-ompR,
PP_0248,rimK,,303247,304152,906,-,Probable alpha-L-glutamate ligase,Nucleotide transport and metabolism,PP_0249-rimK,
PP_0249,PP_0249,,304149,304769,621,-,conserved protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_0249-rimK,
PP_0250,hslR,,304741,305142,402,+,heat shock protein Hsp15 involved in ribosome recycling,"Translation, ribosomal structure and biogenesis",hslR,
PP_0251,PP_0251,,305171,305965,795,-,conserved membrane protein of unknown function,Lipid transport and metabolism,PP_0251,
PP_0252,hslO,,306086,306985,900,+,33 kDa chaperonin,"Post-translational modification, protein turnover,and chaperones",hslO,
PP_0254,PP_0254,,308854,309294,441,+,conserved protein of unknown function,Function unknown,PP_0254,
PP_0255,PP_0255,,309351,309833,483,-,conserved exported protein of unknown function,No COG annotation,PP_0255,
PP_0256,PP_0256,,310030,312375,2346,-,putative oxidoreductase,Energy production and conversion,fdhD-PP_0256,
PP_0257,fdhD,,312381,313211,831,-,protein sulfur transferase,Energy production and conversion,fdhD-PP_0256,
PP_0258,ygaU,,313387,313827,441,+,regulator of murein cross-linking,Function unknown,ygaU,
PP_0259,yrfG,,313878,314540,663,-,purine nucleotidase,Function unknown,yrfG,
PP_0260,nudE,,314605,315171,567,+,ADP-sugar pyrophosphorylase,"Replication, recombination and repair",cysQ-nudE,
PP_0261,cysQ,,315186,315986,801,+,"adenosine-3'(2'),5'-bisphosphate nucleotidase",Inorganic ion transport and metabolism,cysQ-nudE,
PP_0262,PP_0262,,316069,316524,456,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_0264-dctD-I-PP_0262,
PP_0263,dctD-I,,316524,317930,1407,-,C4-dicarboxylate transport transcriptional regulatory protein,Signal transduction mechanisms,PP_0264-dctD-I-PP_0262,
PP_0264,PP_0264,,317927,319741,1815,-,Sensor histidine kinase,Signal transduction mechanisms,PP_0264-dctD-I-PP_0262,
PP_0265,rmlC,,319784,320329,546,-,"dTDP-4-dehydrorhamnose 3,5-epimerase",Carbohydrate transport and metabolism,rmlC,
PP_0266,aguA,,320607,321713,1107,+,Agmatine deiminase,Amino acid transport and metabolism,aguA,
PP_0267,PP_0267,,322171,324240,2070,-,putative Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,PP_0267,
PP_0268,oprQ,,324715,326034,1320,+,outer-membrane porin D,Cell wall/membrane/envelope biogenesis,oprQ,
PP_0269,PP_0269,,326065,327732,1668,-,"putative Glutamate synthase, large subunit",Amino acid transport and metabolism,PP_0269,
PP_0270,PP_0270,,327882,329249,1368,-,Sensor histidine kinase,Signal transduction mechanisms,gltR-I-PP_0270,
PP_0271,gltR-I,,329251,329970,720,-,DNA-binding response regulator,Transcription,gltR-I-PP_0270,
PP_0272,PP_0272,,330111,332408,2298,+,Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,PP_0272,
PP_0273,PP_0273,,332474,332686,213,-,conserved protein of unknown function,Function unknown,PP_0273,
PP_5435,PP_5435,,332862,333215,354,+,conserved protein of unknown function,No COG annotation,PP_5435,
PP_0274,PP_0274,,333257,333730,474,+,putative transcriptional regulator containing HTH domain,Transcription,PP_0274,
PP_0275,PP_0275,,334150,334365,216,+,conserved protein of unknown function,Transcription,PP_0275,
PP_0276,PP_0276,,334362,334685,324,-,"Transcriptional regulator, Cro/CI family",Transcription,PP_0276,
PP_0277,PP_0277,,335147,335395,249,-,conserved exported protein of unknown function,No COG annotation,PP_0277,
PP_5437,PP_5437,,335599,335781,183,-,protein of unknown function,No COG annotation,PP_5437,
PP_0278,PP_0278,,335916,336152,237,+,conserved protein of unknown function,No COG annotation,PP_0278,
PP_0279,PP_0279,,336545,337750,1206,-,conserved protein of unknown function,Function unknown,PP_0279,
PP_0280,PP_0280,,337879,338568,690,-,"Amino acid ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0281-PP_0280,
PP_0281,PP_0281,,338568,339260,693,-,"Amino acid ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0281-PP_0280,
PP_0282,artJ,,339315,340067,753,-,L-arginine ABC transporter - periplasmic binding subunit,Amino acid transport and metabolism,aotP-artJ,
PP_0283,aotP,,340079,340852,774,-,Arginine/ornithine transport ATP-binding protein AotP,Amino acid transport and metabolism,aotP-artJ,
PP_5438,PP_5438,,340930,341106,177,-,conserved protein of unknown function,No COG annotation,PP_5438,
PP_0284,gabP-I,,341484,342869,1386,+,gamma-aminobutyrate permease,Amino acid transport and metabolism,gabP-I,
PP_5439,PP_5439,,343001,343444,444,-,conserved protein of unknown function,No COG annotation,PP_5439,
PP_5440,PP_5440,,343684,343911,228,+,conserved protein of unknown function,No COG annotation,PP_5440,
PP_0285,PP_0285,,344266,344538,273,-,Fe(2+)-trafficking protein,Energy production and conversion,PP_0287-mutY-PP_0285,
PP_0286,mutY,,344535,345602,1068,-,adenine glycosylase,"Replication, recombination and repair",PP_0287-mutY-PP_0285,
PP_0287,PP_0287,,345599,347845,2247,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0287-mutY-PP_0285,
PP_0288,PP_0288,,348114,349775,1662,+,putative Oxalate/formate antiporter,Inorganic ion transport and metabolism,PP_0288,
PP_0289,hisB,,349955,350587,633,+,Imidazoleglycerol-phosphate dehydratase,Amino acid transport and metabolism,hisF-hisA-PP_0291-hisH-hisB,
PP_0290,hisH,,350588,351226,639,+,Imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,hisF-hisA-PP_0291-hisH-hisB,
PP_0291,PP_0291,,351227,351487,261,+,conserved protein of unknown function,Function unknown,hisF-hisA-PP_0291-hisH-hisB,
PP_0292,hisA,,351515,352252,738,+,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,Amino acid transport and metabolism,hisF-hisA-PP_0291-hisH-hisB,
PP_0293,hisF,,352263,353033,771,+,Imidazole glycerol phosphate synthase subunit HisF,Amino acid transport and metabolism,hisF-hisA-PP_0291-hisH-hisB,
PP_0294,cbcV,,353151,354329,1179,-,choline / betaine / carnitine ABC transporter - ATP binding subunit,Amino acid transport and metabolism,cbcX-cbcW-cbcV,
PP_0295,cbcW,,354326,355171,846,-,choline / betaine / carnitine ABC transporter - membrane subunit,Inorganic ion transport and metabolism,cbcX-cbcW-cbcV,
PP_0296,cbcX,,355256,356203,948,-,choline / betaine / carnitine ABC transporter - substrate binding protein,Amino acid transport and metabolism,cbcX-cbcW-cbcV,
PP_0297,tdcG-I,,356656,358032,1377,+,L-serine dehydratase,Amino acid transport and metabolism,tdcG-I,
PP_5441,PP_5441,,358162,358362,201,+,protein of unknown function,No COG annotation,PP_5441,
PP_0298,gbdR,,358534,359640,1107,+,AraC-family transcriptional regulator,Transcription,gbdR,
PP_0299,PP_0299,,359760,360218,459,-,conserved protein of unknown function,No COG annotation,PP_0299,
PP_0300,PP_0300,,360350,361936,1587,+,putative metallopeptidase,Function unknown,PP_0300,
PP_0301,PP_0301,,362036,362506,471,-,betainyl-CoA thiolase,Lipid transport and metabolism,lcdH-PP_0301,
PP_0302,lcdH,,362517,363482,966,-,L-carnitine dehydrogenase,Energy production and conversion,lcdH-PP_0301,
PP_0303,PP_0303,,363649,364533,885,-,dehydrocarnitine cleavage enzyme,Function unknown,PP_0303,
PP_0304,caiX,,364657,365601,945,-,"Carnitine uptake ABC transporter, periplasmic component",Amino acid transport and metabolism,caiX,
PP_0305,cdhR,,365734,366693,960,+,HTH-type transcriptional regulator CdhR,Transcription,cdhR,
PP_5442,PP_5442,,366697,367314,618,-,protein of unknown function,No COG annotation,PP_5442,
PP_0306,PP_0306,,367388,368116,729,-,conserved protein of unknown function,No COG annotation,PP_0306,
PP_0307,PP_0307,,368219,368650,432,-,conserved exported protein of unknown function,Function unknown,PP_0307,
PP_0308,PP_0308,,368921,369898,978,+,putative dipeptidase,Amino acid transport and metabolism,PP_0308,
PP_0309,PP_0309,,369974,370504,531,+,conserved protein of unknown function,Function unknown,dgcA-PP_0309,
PP_0310,dgcA,,370520,372580,2061,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,dgcA-PP_0309,
PP_0311,dgcB,,372759,374711,1953,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,PP_0313-PP_0312-dgcB,
PP_0312,PP_0312,,374711,375943,1233,+,"electron transfer flavoprotein, alpha subunit",Energy production and conversion,PP_0313-PP_0312-dgcB,
PP_0313,PP_0313,,375954,376724,771,+,putative electron transfer flavoprotein beta subunit,Energy production and conversion,PP_0313-PP_0312-dgcB,
PP_0314,PP_0314,,377326,378057,732,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0314,
PP_0315,gbcA,,378122,379414,1293,-,putative glycine-betaine dioxygenase subunit,Inorganic ion transport and metabolism,gbcA,
PP_0316,gbcB,,379704,380810,1107,+,putative glycine-betaine dioxygenase subunit,Energy production and conversion,gbcB,
PP_0317,PP_0317,,380919,382544,1626,-,Methyl-accepting chemotaxis transducer,Cell motility,PP_0317,
PP_0318,PP_0318,,382811,383041,231,+,conserved protein of unknown function,No COG annotation,PP_0319-PP_0318,
PP_0319,PP_0319,,383038,383340,303,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",PP_0319-PP_0318,
PP_0320,PP_0320,,383523,385460,1938,+,Methyl-accepting chemotaxis transducer,Cell motility,PP_0320,
PP_0321,ltaE,,385495,386535,1041,-,low specificity L-threonine aldolase,Amino acid transport and metabolism,ltaE,
PP_0322,glyA-I,,386861,388114,1254,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0323,soxB,,388130,389380,1251,+,sarcosine oxidase subunit beta,Amino acid transport and metabolism,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0324,soxD,,389395,389730,336,+,sarcosine oxidase subunit delta,Amino acid transport and metabolism,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0325,soxA,,389727,392741,3015,+,sarcosine oxidase subunit alpha,Energy production and conversion,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0326,soxG,,392816,393448,633,+,sarcosine oxidase subunit gamma,Amino acid transport and metabolism,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0327,purU-I,,393460,394317,858,+,formyltetrahydrofolate deformylase,Nucleotide transport and metabolism,purU-I-soxG-soxA-soxD-soxB-glyA-I,
PP_0328,fdhA,,394619,395818,1200,+,formaldehyde dehydrogenase,Energy production and conversion,fdhA,
PP_0329,PP_0329,,396022,396945,924,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0329,
PP_0330,PP_0330,,397139,397714,576,+,hypothetical protein,Function unknown,PP_0330,
PP_0331,PP_0331,,397735,398484,750,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0331,
PP_0332,PP_0332,,398696,399583,888,-,putative Acyltransferase,Lipid transport and metabolism,PP_0332,
PP_0333,PP_0333,,399765,400265,501,+,conserved exported protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_0333,
PP_0334,PP_0334,,400415,401473,1059,+,transposase,"Replication, recombination and repair",PP_0334,
PP_0335,PP_0335,,401902,402525,624,-,Glutathione S-transferase family protein,"Post-translational modification, protein turnover,and chaperones",msrA-PP_0335,
PP_0336,msrA,,402529,403197,669,-,Peptide methionine sulfoxide reductase MsrA,"Post-translational modification, protein turnover,and chaperones",msrA-PP_0335,
PP_0337,PP_0337,,403366,406056,2691,-,Sensory box protein,Signal transduction mechanisms,PP_0337,
PP_0338,aceF,,406364,408004,1641,-,AceF-S-acetyldihydrolipoate,Energy production and conversion,aceE-aceF,
PP_0339,aceE,,408018,410663,2646,-,Pyruvate dehydrogenase E1 component,Energy production and conversion,aceE-aceF,
PP_0340,glnE,,411047,413980,2934,+,Glutamate-ammonia-ligase adenylyltransferase,Coenzyme transport and metabolism,glnE,
PP_0341,waaF,,414183,415232,1050,+,ADP-heptose:LPS heptosyltransferase II,Cell wall/membrane/envelope biogenesis,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0342,waaC,,415233,416291,1059,+,ADP-heptose:LPS heptosyltransferase I,Cell wall/membrane/envelope biogenesis,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0343,waaG,,416291,417415,1125,+,lipopolysaccharide glucosyltransferase I,Cell wall/membrane/envelope biogenesis,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0344,waaP,,417412,418218,807,+,lipopolysaccharide core heptose (I) kinase,Nucleotide transport and metabolism,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0345,PP_0345,,418218,418952,735,+,putative Heptose kinase WapP,Transcription,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0346,PP_0346,,418949,419701,753,+,putative Heptose kinase WapQ,Transcription,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0347,PP_0347,,419701,421143,1443,+,conserved protein of unknown function,Transcription,PP_0347-PP_0346-PP_0345-waaP-waaG-waaC-waaF,
PP_0348,PP_0348,,421161,423947,2787,-,conserved protein of unknown function,No COG annotation,PP_0348,
PP_5443,PP_5443,,424015,424200,186,-,conserved protein of unknown function,No COG annotation,PP_0349-PP_5443,
PP_0349,PP_0349,,424197,425309,1113,-,putative Membrane protein,Function unknown,PP_0349-PP_5443,
PP_0350,PP_0350,,425366,427798,2433,-,Outer membrane ferrichrome-iron receptor,Inorganic ion transport and metabolism,PP_0350,
PP_0351,PP_0351,,428050,429006,957,-,putative Transmembrane sensor protein,Inorganic ion transport and metabolism,PP_0352-PP_0351,
PP_0352,PP_0352,,429003,429521,519,-,"RNA polymerase sigma-70 factor, ECF subfamily",Transcription,PP_0352-PP_0351,
PP_0353,PP_0353,,429669,430379,711,-,Exonuclease,"Replication, recombination and repair",PP_0354-PP_0353,
PP_0354,PP_0354,,430376,432313,1938,-,CBS domain protein,Signal transduction mechanisms,PP_0354-PP_0353,
