,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_0208,PP_0208,AE015451.2,,259889.0,260671.0,+,putative Nitrate ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op147,PP_0204
PP_0209,tauB-I,AE015451.2,,260671.0,261522.0,+,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,,Op147,PP_0204
PP_0210,PP_0210,AE015451.2,,261519.0,262484.0,+,putative Phycobiliprotein,Energy production and conversion,,Op147,PP_0204
PP_0211,PP_0211,AE015451.2,,262484.0,262765.0,+,conserved protein of unknown function,Function unknown,,Op147,PP_0204
PP_0213,gabD-I,AE015451.2,,263250.0,264692.0,+,succinate-semialdehyde dehydrogenase (NADP+),Energy production and conversion,,Op148,RpoD
PP_0214,gabT,AE015451.2,,264875.0,266152.0,+,4-aminobutyrate aminotransferase,Amino acid transport and metabolism,,Op148,RpoD
PP_0215,PP_0215,AE015451.2,,266291.0,267550.0,+,Response regulator,Signal transduction mechanisms,,Op149,AlgR
PP_0216,PP_0216,AE015451.2,,267641.0,268669.0,-,putative sensory box/GGDEF family protein,Signal transduction mechanisms,,Op150,AlgR
PP_0217,desA,AE015451.2,,268769.0,269953.0,-,delta-9 fatty acid desaturase,Lipid transport and metabolism,,Op151,
PP_0218,PP_0218,AE015451.2,,270100.0,271995.0,+,Sensory box protein,Signal transduction mechanisms,,Op152,
PP_0219,metP,AE015451.2,,272024.0,272668.0,-,L%2CD-methionine D-methionine ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op153,
PP_0220,metNB,AE015451.2,,272658.0,273767.0,-,methionine import ATP-binding protein metN2,Inorganic ion transport and metabolism,,Op153,TurB
PP_0221,PP_0221,AE015451.2,,273769.0,274569.0,-,methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein),Cell wall/membrane/envelope biogenesis,,Op153,
PP_0222,PP_0222,AE015451.2,,274562.0,275947.0,-,Monooxygenase%2C DszA family,Energy production and conversion,,Op153,
PP_0223,PP_0223,AE015451.2,,275947.0,277167.0,-,Monooxygenase%2C DszC family,Lipid transport and metabolism,,Op153,
PP_0224,PP_0224,AE015451.2,,277264.0,278505.0,-,Monooxygenase%2C DszC family,Lipid transport and metabolism,,Op154,
PP_0225,sctC,AE015451.2,,278819.0,279577.0,-,sulfur compound ABC transporter - ATP-binding subunit,Amino acid transport and metabolism,,Op155,
PP_0226,sctS,AE015451.2,,279580.0,280248.0,-,sulfur compound ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op155,
PP_0227,fliY,AE015451.2,,280245.0,281039.0,-,periplasmic cystine-binding protein,Amino acid transport and metabolism,,Op155,
PP_0228,PP_0228,AE015451.2,,281348.0,282280.0,+,putative serine acetyltransferase,Amino acid transport and metabolism,,Op156,
PP_0229,betT-II,AE015451.2,,282550.0,284553.0,+,choline/carnitine/betaine transporter,Cell wall/membrane/envelope biogenesis,,Op157,AlgR
PP_0230,atsK,AE015451.2,,284616.0,285449.0,-,alpha-ketoglutarate-dependent sulfonate dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op158,GacA
PP_0231,tauC,AE015451.2,,285498.0,286337.0,-,taurine ABC transporter permease subunit,Inorganic ion transport and metabolism,,Op159,
PP_0232,tauB-II,AE015451.2,,286334.0,287122.0,-,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,,Op159,
PP_0233,tauA,AE015451.2,,287136.0,288107.0,-,taurine ABC transporter periplasmic binding subunit,Inorganic ion transport and metabolism,,Op159,GacA
PP_0234,oprE,AE015451.2,,288582.0,289916.0,+,outer-membrane porin E,Cell wall/membrane/envelope biogenesis,,Op160,
PP_0235,PP_0235,AE015451.2,,290082.0,290720.0,+,Peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op161,
PP_0236,ssuE,AE015451.2,,290940.0,291533.0,+,NAD(P)H-dependent FMN reductase subunit,Function unknown,,Op162,
PP_0237,ssuA,AE015451.2,,291619.0,292584.0,+,aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate,Inorganic ion transport and metabolism,,Op162,
PP_0238,ssuD,AE015451.2,,292644.0,293792.0,+,alkanesulfonate monooxygenase,Energy production and conversion,,Op162,
PP_0239,ssuC,AE015451.2,,293803.0,294600.0,+,aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate,Inorganic ion transport and metabolism,,Op162,GacA
PP_0240,ssuB,AE015451.2,,294597.0,295409.0,+,Aliphatic sulfonates import ATP-binding protein SsuB,Inorganic ion transport and metabolism,,Op162,
PP_0241,PP_0241,AE015451.2,,295437.0,295652.0,+,Transporter,Coenzyme transport and metabolism,,Op162,
PP_0242,PP_0242,AE015451.2,,295794.0,296426.0,-,Transcriptional regulator%2C TetR family,Transcription,,Op163,GacA
PP_0243,gshA,AE015451.2,,296426.0,298003.0,-,Glutamate--cysteine ligase,Coenzyme transport and metabolism,,Op163,
PP_0244,PP_0244,AE015451.2,,298157.0,298540.0,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op164,
PP_0245,yhgF,AE015451.2,,298540.0,301125.0,-,putative transcriptional accessory protein,Transcription,,Op164,
PP_0246,ompR,AE015451.2,,301082.0,301822.0,+,two-component system DNA-binding response transcriptional dual regulator,Transcription,,Op165,
PP_0247,envZ,AE015451.2,,301836.0,303149.0,+,Osmolarity sensor protein EnvZ,Signal transduction mechanisms,,Op165,
PP_0248,rimK,AE015451.2,,303247.0,304152.0,-,Probable alpha-L-glutamate ligase,Nucleotide transport and metabolism,,Op166,
PP_0249,PP_0249,AE015451.2,,304149.0,304769.0,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op166,
PP_0250,hslR,AE015451.2,,304741.0,305142.0,+,heat shock protein Hsp15 involved in ribosome recycling,"Translation, ribosomal structure and biogenesis",,Op167,
PP_0251,PP_0251,AE015451.2,,305171.0,305965.0,-,conserved membrane protein of unknown function,Lipid transport and metabolism,,Op168,
PP_0252,hslO,AE015451.2,,306086.0,306985.0,+,33 kDa chaperonin,"Post-translational modification, protein turnover, and chaperones",,Op169,
PP_0254,PP_0254,AE015451.2,,308854.0,309294.0,+,conserved protein of unknown function,Function unknown,,Op170,
PP_0255,PP_0255,AE015451.2,,309351.0,309833.0,-,conserved exported protein of unknown function,No COG annotation,,Op171,
PP_0256,PP_0256,AE015451.2,,310030.0,312375.0,-,putative oxidoreductase,Energy production and conversion,,Op172,
PP_0257,fdhD,AE015451.2,,312381.0,313211.0,-,protein sulfur transferase,Energy production and conversion,,Op172,
PP_0258,ygaU,AE015451.2,,313387.0,313827.0,+,regulator of murein cross-linking,Function unknown,,Op173,
PP_0259,yrfG,AE015451.2,,313878.0,314540.0,-,purine nucleotidase,Function unknown,,Op174,
PP_0260,nudE,AE015451.2,,314605.0,315171.0,+,ADP-sugar pyrophosphorylase,"Replication, recombination and repair",,Op175,
PP_0261,cysQ,AE015451.2,,315186.0,315986.0,+,adenosine-3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,,Op175,GacA
PP_0262,PP_0262,AE015451.2,,316069.0,316524.0,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op176,GacA
PP_0263,dctD-I,AE015451.2,,316524.0,317930.0,-,C4-dicarboxylate transport transcriptional regulatory protein,Signal transduction mechanisms,,Op176,
PP_0264,PP_0264,AE015451.2,,317927.0,319741.0,-,Sensor histidine kinase,Signal transduction mechanisms,,Op176,
PP_0265,rmlC,AE015451.2,,319784.0,320329.0,-,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Carbohydrate transport and metabolism,,Op177,
PP_0266,aguA,AE015451.2,,320607.0,321713.0,+,Agmatine deiminase,Amino acid transport and metabolism,,Op178,
PP_0267,PP_0267,AE015451.2,,322171.0,324240.0,-,putative Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,,Op179,"ColR,FleQ"
PP_0268,oprQ,AE015451.2,,324715.0,326034.0,+,outer-membrane porin D,Cell wall/membrane/envelope biogenesis,,Op180,FleQ
PP_0269,PP_0269,AE015451.2,,326065.0,327732.0,-,putative Glutamate synthase%2C large subunit,Amino acid transport and metabolism,,Op181,
PP_0270,PP_0270,AE015451.2,,327882.0,329249.0,-,Sensor histidine kinase,Signal transduction mechanisms,,Op182,
PP_0271,gltR-I,AE015451.2,,329251.0,329970.0,-,DNA-binding response regulator,Transcription,,Op182,
PP_0272,PP_0272,AE015451.2,,330111.0,332408.0,+,Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,,Op183,
PP_0273,PP_0273,AE015451.2,,332474.0,332686.0,-,conserved protein of unknown function,Function unknown,,Op184,
PP_5435,PP_5435,AE015451.2,,332862.0,333215.0,+,conserved protein of unknown function,No COG annotation,,Op185,
PP_0274,PP_0274,AE015451.2,,333257.0,333730.0,+,putative transcriptional regulator containing HTH domain,Transcription,,Op186,
PP_0275,PP_0275,AE015451.2,,334150.0,334365.0,+,conserved protein of unknown function,Transcription,,Op187,
PP_0276,PP_0276,AE015451.2,,334362.0,334685.0,-,Transcriptional regulator%2C Cro/CI family,Transcription,,Op188,
PP_0277,PP_0277,AE015451.2,,335147.0,335395.0,-,conserved exported protein of unknown function,No COG annotation,,Op189,
PP_5437,PP_5437,AE015451.2,,335599.0,335781.0,-,protein of unknown function,No COG annotation,,Op190,
PP_0278,PP_0278,AE015451.2,,335916.0,336152.0,+,conserved protein of unknown function,No COG annotation,,Op191,
PP_0279,PP_0279,AE015451.2,,336545.0,337750.0,-,conserved protein of unknown function,Function unknown,,Op192,AmrZ
PP_0280,PP_0280,AE015451.2,,337879.0,338568.0,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op193,
PP_0281,PP_0281,AE015451.2,,338568.0,339260.0,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op193,
PP_0282,artJ,AE015451.2,,339315.0,340067.0,-,L-arginine ABC transporter - periplasmic binding subunit,Amino acid transport and metabolism,,Op194,
PP_0283,aotP,AE015451.2,,340079.0,340852.0,-,Arginine/ornithine transport ATP-binding protein AotP,Amino acid transport and metabolism,,Op194,
PP_5438,PP_5438,AE015451.2,,340930.0,341106.0,-,conserved protein of unknown function,No COG annotation,,Op195,
PP_0284,gabP-I,AE015451.2,,341484.0,342869.0,+,gamma-aminobutyrate permease,Amino acid transport and metabolism,,Op196,
PP_5439,PP_5439,AE015451.2,,343001.0,343444.0,-,conserved protein of unknown function,No COG annotation,,Op197,
PP_5440,PP_5440,AE015451.2,,343684.0,343911.0,+,conserved protein of unknown function,No COG annotation,,Op198,
PP_0285,PP_0285,AE015451.2,,344266.0,344538.0,-,Fe(2+)-trafficking protein,Energy production and conversion,,Op199,
PP_0286,mutY,AE015451.2,,344535.0,345602.0,-,adenine glycosylase,"Replication, recombination and repair",,Op199,"GacA,AmrZ"
PP_0287,PP_0287,AE015451.2,,345599.0,347845.0,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op199,AmrZ
PP_0288,PP_0288,AE015451.2,,348114.0,349775.0,+,putative Oxalate/formate antiporter,Inorganic ion transport and metabolism,,Op200,
PP_0289,hisB,AE015451.2,,349955.0,350587.0,+,Imidazoleglycerol-phosphate dehydratase,Amino acid transport and metabolism,,Op201,
PP_0290,hisH,AE015451.2,,350588.0,351226.0,+,Imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,,Op201,
PP_0291,PP_0291,AE015451.2,,351227.0,351487.0,+,conserved protein of unknown function,Function unknown,,Op201,
PP_0292,hisA,AE015451.2,,351515.0,352252.0,+,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,Amino acid transport and metabolism,,Op201,
PP_0293,hisF,AE015451.2,,352263.0,353033.0,+,Imidazole glycerol phosphate synthase subunit HisF,Amino acid transport and metabolism,,Op201,
PP_0294,cbcV,AE015451.2,,353151.0,354329.0,-,choline / betaine / carnitine ABC transporter - ATP binding subunit,Amino acid transport and metabolism,,Op202,"GbdR,GlnG"
PP_0295,cbcW,AE015451.2,,354326.0,355171.0,-,choline / betaine / carnitine ABC transporter - membrane subunit,Inorganic ion transport and metabolism,,Op202,"GbdR,GlnG"
PP_0296,cbcX,AE015451.2,,355256.0,356203.0,-,choline / betaine / carnitine ABC transporter - substrate binding protein,Amino acid transport and metabolism,,Op202,"GbdR,GlnG"
PP_0297,tdcG-I,AE015451.2,,356656.0,358032.0,+,L-serine dehydratase,Amino acid transport and metabolism,,Op203,
PP_5441,PP_5441,AE015451.2,,358162.0,358362.0,+,protein of unknown function,No COG annotation,,Op204,
PP_0298,gbdR,AE015451.2,,358534.0,359640.0,+,AraC-family transcriptional regulator,Transcription,,Op205,"GbdR,AmrZ"
PP_0299,PP_0299,AE015451.2,,359760.0,360218.0,-,conserved protein of unknown function,No COG annotation,,Op206,
PP_0300,PP_0300,AE015451.2,,360350.0,361936.0,+,putative metallopeptidase,Function unknown,,Op207,
PP_0301,PP_0301,AE015451.2,,362036.0,362506.0,-,betainyl-CoA thiolase,Lipid transport and metabolism,,Op208,
PP_0302,lcdH,AE015451.2,,362517.0,363482.0,-,L-carnitine dehydrogenase,Energy production and conversion,,Op208,
PP_0303,PP_0303,AE015451.2,,363649.0,364533.0,-,dehydrocarnitine cleavage enzyme,Function unknown,,Op209,
PP_0304,caiX,AE015451.2,,364657.0,365601.0,-,Carnitine uptake ABC transporter%2C periplasmic component,Amino acid transport and metabolism,,Op210,CdhR
PP_0305,cdhR,AE015451.2,,365734.0,366693.0,+,HTH-type transcriptional regulator CdhR,Transcription,,Op211,
PP_5442,PP_5442,AE015451.2,,366697.0,367314.0,-,protein of unknown function,No COG annotation,,Op212,
PP_0306,PP_0306,AE015451.2,,367388.0,368116.0,-,conserved protein of unknown function,No COG annotation,,Op213,
PP_0307,PP_0307,AE015451.2,,368219.0,368650.0,-,conserved exported protein of unknown function,Function unknown,,Op214,
PP_0308,PP_0308,AE015451.2,,368921.0,369898.0,+,putative dipeptidase,Amino acid transport and metabolism,,Op215,"GbdR,RoxR"
PP_0309,PP_0309,AE015451.2,,369974.0,370504.0,+,conserved protein of unknown function,Function unknown,,Op216,GbdR
PP_0310,dgcA,AE015451.2,,370520.0,372580.0,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,,Op216,"GbdR,RoxR"
PP_0311,dgcB,AE015451.2,,372759.0,374711.0,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,,Op217,"GbdR,RoxR"
PP_0312,PP_0312,AE015451.2,,374711.0,375943.0,+,electron transfer flavoprotein%2C alpha subunit,Energy production and conversion,,Op217,"GbdR,RoxR"
PP_0313,PP_0313,AE015451.2,,375954.0,376724.0,+,putative electron transfer flavoprotein beta subunit,Energy production and conversion,,Op217,"AlgR,GbdR,RoxR"
PP_0314,PP_0314,AE015451.2,,377326.0,378057.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op218,
PP_0315,gbcA,AE015451.2,,378122.0,379414.0,-,putative glycine-betaine dioxygenase subunit,Inorganic ion transport and metabolism,,Op219,"GbdR,RoxR"
PP_0316,gbcB,AE015451.2,,379704.0,380810.0,+,putative glycine-betaine dioxygenase subunit,Energy production and conversion,,Op220,"GbdR,RoxR"
PP_0317,PP_0317,AE015451.2,,380919.0,382544.0,-,Methyl-accepting chemotaxis transducer,Cell motility,,Op221,
PP_0318,PP_0318,AE015451.2,,382811.0,383041.0,+,conserved protein of unknown function,No COG annotation,,Op222,
PP_0319,PP_0319,AE015451.2,,383038.0,383340.0,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",,Op222,
PP_0320,PP_0320,AE015451.2,,383523.0,385460.0,+,Methyl-accepting chemotaxis transducer,Cell motility,,Op223,
PP_0321,ltaE,AE015451.2,,385495.0,386535.0,-,low specificity L-threonine aldolase,Amino acid transport and metabolism,,Op224,"AlgR,RoxR"
PP_0322,glyA-I,AE015451.2,,386861.0,388114.0,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,,Op225,"GbdR,RoxR"
PP_0323,soxB,AE015451.2,,388130.0,389380.0,+,sarcosine oxidase subunit beta,Amino acid transport and metabolism,,Op225,"GbdR,RoxR"
PP_0324,soxD,AE015451.2,,389395.0,389730.0,+,sarcosine oxidase subunit delta,Amino acid transport and metabolism,,Op225,"GbdR,RoxR"
PP_0325,soxA,AE015451.2,,389727.0,392741.0,+,sarcosine oxidase subunit alpha,Energy production and conversion,,Op225,"GbdR,RoxR"
PP_0326,soxG,AE015451.2,,392816.0,393448.0,+,sarcosine oxidase subunit gamma,Amino acid transport and metabolism,,Op225,GbdR
PP_0327,purU-I,AE015451.2,,393460.0,394317.0,+,formyltetrahydrofolate deformylase,Nucleotide transport and metabolism,,Op225,GbdR
PP_0328,fdhA,AE015451.2,,394619.0,395818.0,+,formaldehyde dehydrogenase,Energy production and conversion,,Op226,"GbdR,RoxR"
PP_0329,PP_0329,AE015451.2,,396022.0,396945.0,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op227,
PP_0330,PP_0330,AE015451.2,,397139.0,397714.0,+,hypothetical protein,Function unknown,,Op228,
PP_0331,PP_0331,AE015451.2,,397735.0,398484.0,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op229,
PP_0332,PP_0332,AE015451.2,,398696.0,399583.0,-,putative Acyltransferase,Lipid transport and metabolism,,Op230,
PP_0333,PP_0333,AE015451.2,,399765.0,400265.0,+,conserved exported protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op231,
PP_0334,PP_0334,AE015451.2,,400415.0,401473.0,+,transposase,"Replication, recombination and repair",,Op232,
PP_0335,PP_0335,AE015451.2,,401902.0,402525.0,-,Glutathione S-transferase family protein,"Post-translational modification, protein turnover, and chaperones",,Op233,AlgR
PP_0336,msrA,AE015451.2,,402529.0,403197.0,-,Peptide methionine sulfoxide reductase MsrA,"Post-translational modification, protein turnover, and chaperones",,Op233,
PP_0337,PP_0337,AE015451.2,,403366.0,406056.0,-,Sensory box protein,Signal transduction mechanisms,,Op234,
PP_0338,aceF,AE015451.2,,406364.0,408004.0,-,AceF-S-acetyldihydrolipoate,Energy production and conversion,,Op235,PP_5350
PP_0339,aceE,AE015451.2,,408018.0,410663.0,-,Pyruvate dehydrogenase E1 component,Energy production and conversion,,Op235,PP_5350
PP_0340,glnE,AE015451.2,,411047.0,413980.0,+,Glutamate-ammonia-ligase adenylyltransferase,Coenzyme transport and metabolism,,Op236,
PP_0341,waaF,AE015451.2,,414183.0,415232.0,+,ADP-heptose:LPS heptosyltransferase II,Cell wall/membrane/envelope biogenesis,,Op237,
PP_0342,waaC,AE015451.2,,415233.0,416291.0,+,ADP-heptose:LPS heptosyltransferase I,Cell wall/membrane/envelope biogenesis,,Op237,
