locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_0231,tauC,AE015451.2,,285498,286337,-,taurine ABC transporter permease subunit,Inorganic ion transport and metabolism,,Op159
PP_0232,tauB-II,AE015451.2,,286334,287122,-,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,,Op159
PP_0233,tauA,AE015451.2,,287136,288107,-,taurine ABC transporter periplasmic binding subunit,Inorganic ion transport and metabolism,,Op159
PP_0234,oprE,AE015451.2,,288582,289916,+,outer-membrane porin E,Cell wall/membrane/envelope biogenesis,,Op160
PP_0235,PP_0235,AE015451.2,,290082,290720,+,Peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op161
PP_0236,ssuE,AE015451.2,,290940,291533,+,NAD(P)H-dependent FMN reductase subunit,Function unknown,,Op162
PP_0237,ssuA,AE015451.2,,291619,292584,+,aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate,Inorganic ion transport and metabolism,,Op162
PP_0238,ssuD,AE015451.2,,292644,293792,+,alkanesulfonate monooxygenase,Energy production and conversion,,Op162
PP_0239,ssuC,AE015451.2,,293803,294600,+,aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate,Inorganic ion transport and metabolism,,Op162
PP_0240,ssuB,AE015451.2,,294597,295409,+,Aliphatic sulfonates import ATP-binding protein SsuB,Inorganic ion transport and metabolism,,Op162
PP_0241,PP_0241,AE015451.2,,295437,295652,+,Transporter,Coenzyme transport and metabolism,,Op162
PP_0242,PP_0242,AE015451.2,,295794,296426,-,Transcriptional regulator%2C TetR family,Transcription,,Op163
PP_0243,gshA,AE015451.2,,296426,298003,-,Glutamate--cysteine ligase,Coenzyme transport and metabolism,,Op163
PP_0244,PP_0244,AE015451.2,,298157,298540,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op164
PP_0245,yhgF,AE015451.2,,298540,301125,-,putative transcriptional accessory protein,Transcription,,Op164
PP_0246,ompR,AE015451.2,,301082,301822,+,two-component system DNA-binding response transcriptional dual regulator,Transcription,,Op165
PP_0247,envZ,AE015451.2,,301836,303149,+,Osmolarity sensor protein EnvZ,Signal transduction mechanisms,,Op165
PP_0248,rimK,AE015451.2,,303247,304152,-,Probable alpha-L-glutamate ligase,Nucleotide transport and metabolism,,Op166
PP_0249,PP_0249,AE015451.2,,304149,304769,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op166
PP_0250,hslR,AE015451.2,,304741,305142,+,heat shock protein Hsp15 involved in ribosome recycling,"Translation, ribosomal structure and biogenesis",,Op167
PP_0251,PP_0251,AE015451.2,,305171,305965,-,conserved membrane protein of unknown function,Lipid transport and metabolism,,Op168
PP_0252,hslO,AE015451.2,,306086,306985,+,33 kDa chaperonin,"Post-translational modification, protein turnover, and chaperones",,Op169
PP_0254,PP_0254,AE015451.2,,308854,309294,+,conserved protein of unknown function,Function unknown,,Op170
PP_0255,PP_0255,AE015451.2,,309351,309833,-,conserved exported protein of unknown function,No COG annotation,,Op171
PP_0256,PP_0256,AE015451.2,,310030,312375,-,putative oxidoreductase,Energy production and conversion,,Op172
PP_0257,fdhD,AE015451.2,,312381,313211,-,protein sulfur transferase,Energy production and conversion,,Op172
PP_0258,ygaU,AE015451.2,,313387,313827,+,regulator of murein cross-linking,Function unknown,,Op173
PP_0259,yrfG,AE015451.2,,313878,314540,-,purine nucleotidase,Function unknown,,Op174
PP_0260,nudE,AE015451.2,,314605,315171,+,ADP-sugar pyrophosphorylase,"Replication, recombination and repair",,Op175
PP_0261,cysQ,AE015451.2,,315186,315986,+,adenosine-3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,,Op175
PP_0262,PP_0262,AE015451.2,,316069,316524,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op176
PP_0263,dctD-I,AE015451.2,,316524,317930,-,C4-dicarboxylate transport transcriptional regulatory protein,Signal transduction mechanisms,,Op176
PP_0264,PP_0264,AE015451.2,,317927,319741,-,Sensor histidine kinase,Signal transduction mechanisms,,Op176
PP_0265,rmlC,AE015451.2,,319784,320329,-,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Carbohydrate transport and metabolism,,Op177
PP_0266,aguA,AE015451.2,,320607,321713,+,Agmatine deiminase,Amino acid transport and metabolism,,Op178
PP_0267,PP_0267,AE015451.2,,322171,324240,-,putative Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,,Op179
PP_0268,oprQ,AE015451.2,,324715,326034,+,outer-membrane porin D,Cell wall/membrane/envelope biogenesis,,Op180
PP_0269,PP_0269,AE015451.2,,326065,327732,-,putative Glutamate synthase%2C large subunit,Amino acid transport and metabolism,,Op181
PP_0270,PP_0270,AE015451.2,,327882,329249,-,Sensor histidine kinase,Signal transduction mechanisms,,Op182
PP_0271,gltR-I,AE015451.2,,329251,329970,-,DNA-binding response regulator,Transcription,,Op182
PP_0272,PP_0272,AE015451.2,,330111,332408,+,Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,,Op183
PP_0273,PP_0273,AE015451.2,,332474,332686,-,conserved protein of unknown function,Function unknown,,Op184
PP_5435,PP_5435,AE015451.2,,332862,333215,+,conserved protein of unknown function,No COG annotation,,Op185
PP_0274,PP_0274,AE015451.2,,333257,333730,+,putative transcriptional regulator containing HTH domain,Transcription,,Op186
PP_0275,PP_0275,AE015451.2,,334150,334365,+,conserved protein of unknown function,Transcription,,Op187
PP_0276,PP_0276,AE015451.2,,334362,334685,-,Transcriptional regulator%2C Cro/CI family,Transcription,,Op188
PP_0277,PP_0277,AE015451.2,,335147,335395,-,conserved exported protein of unknown function,No COG annotation,,Op189
PP_5437,PP_5437,AE015451.2,,335599,335781,-,protein of unknown function,No COG annotation,,Op190
PP_0278,PP_0278,AE015451.2,,335916,336152,+,conserved protein of unknown function,No COG annotation,,Op191
PP_0279,PP_0279,AE015451.2,,336545,337750,-,conserved protein of unknown function,Function unknown,,Op192
PP_0280,PP_0280,AE015451.2,,337879,338568,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op193
PP_0281,PP_0281,AE015451.2,,338568,339260,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op193
PP_0282,artJ,AE015451.2,,339315,340067,-,L-arginine ABC transporter - periplasmic binding subunit,Amino acid transport and metabolism,,Op194
PP_0283,aotP,AE015451.2,,340079,340852,-,Arginine/ornithine transport ATP-binding protein AotP,Amino acid transport and metabolism,,Op194
PP_5438,PP_5438,AE015451.2,,340930,341106,-,conserved protein of unknown function,No COG annotation,,Op195
PP_0284,gabP-I,AE015451.2,,341484,342869,+,gamma-aminobutyrate permease,Amino acid transport and metabolism,,Op196
PP_5439,PP_5439,AE015451.2,,343001,343444,-,conserved protein of unknown function,No COG annotation,,Op197
PP_5440,PP_5440,AE015451.2,,343684,343911,+,conserved protein of unknown function,No COG annotation,,Op198
PP_0285,PP_0285,AE015451.2,,344266,344538,-,Fe(2+)-trafficking protein,Energy production and conversion,,Op199
PP_0286,mutY,AE015451.2,,344535,345602,-,adenine glycosylase,"Replication, recombination and repair",,Op199
PP_0287,PP_0287,AE015451.2,,345599,347845,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op199
PP_0288,PP_0288,AE015451.2,,348114,349775,+,putative Oxalate/formate antiporter,Inorganic ion transport and metabolism,,Op200
PP_0289,hisB,AE015451.2,,349955,350587,+,Imidazoleglycerol-phosphate dehydratase,Amino acid transport and metabolism,,Op201
PP_0290,hisH,AE015451.2,,350588,351226,+,Imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,,Op201
PP_0291,PP_0291,AE015451.2,,351227,351487,+,conserved protein of unknown function,Function unknown,,Op201
PP_0292,hisA,AE015451.2,,351515,352252,+,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,Amino acid transport and metabolism,,Op201
PP_0293,hisF,AE015451.2,,352263,353033,+,Imidazole glycerol phosphate synthase subunit HisF,Amino acid transport and metabolism,,Op201
PP_0294,cbcV,AE015451.2,,353151,354329,-,choline / betaine / carnitine ABC transporter - ATP binding subunit,Amino acid transport and metabolism,,Op202
PP_0295,cbcW,AE015451.2,,354326,355171,-,choline / betaine / carnitine ABC transporter - membrane subunit,Inorganic ion transport and metabolism,,Op202
PP_0296,cbcX,AE015451.2,,355256,356203,-,choline / betaine / carnitine ABC transporter - substrate binding protein,Amino acid transport and metabolism,,Op202
PP_0297,tdcG-I,AE015451.2,,356656,358032,+,L-serine dehydratase,Amino acid transport and metabolism,,Op203
PP_5441,PP_5441,AE015451.2,,358162,358362,+,protein of unknown function,No COG annotation,,Op204
PP_0298,gbdR,AE015451.2,,358534,359640,+,AraC-family transcriptional regulator,Transcription,,Op205
PP_0299,PP_0299,AE015451.2,,359760,360218,-,conserved protein of unknown function,No COG annotation,,Op206
PP_0300,PP_0300,AE015451.2,,360350,361936,+,putative metallopeptidase,Function unknown,,Op207
PP_0301,PP_0301,AE015451.2,,362036,362506,-,betainyl-CoA thiolase,Lipid transport and metabolism,,Op208
PP_0302,lcdH,AE015451.2,,362517,363482,-,L-carnitine dehydrogenase,Energy production and conversion,,Op208
PP_0303,PP_0303,AE015451.2,,363649,364533,-,dehydrocarnitine cleavage enzyme,Function unknown,,Op209
PP_0304,caiX,AE015451.2,,364657,365601,-,Carnitine uptake ABC transporter%2C periplasmic component,Amino acid transport and metabolism,,Op210
PP_0305,cdhR,AE015451.2,,365734,366693,+,HTH-type transcriptional regulator CdhR,Transcription,,Op211
PP_5442,PP_5442,AE015451.2,,366697,367314,-,protein of unknown function,No COG annotation,,Op212
PP_0306,PP_0306,AE015451.2,,367388,368116,-,conserved protein of unknown function,No COG annotation,,Op213
PP_0307,PP_0307,AE015451.2,,368219,368650,-,conserved exported protein of unknown function,Function unknown,,Op214
PP_0308,PP_0308,AE015451.2,,368921,369898,+,putative dipeptidase,Amino acid transport and metabolism,,Op215
PP_0309,PP_0309,AE015451.2,,369974,370504,+,conserved protein of unknown function,Function unknown,,Op216
PP_0310,dgcA,AE015451.2,,370520,372580,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,,Op216
PP_0311,dgcB,AE015451.2,,372759,374711,+,putative dimethylglycine dehydrogenase subunit,Energy production and conversion,,Op217
PP_0312,PP_0312,AE015451.2,,374711,375943,+,electron transfer flavoprotein%2C alpha subunit,Energy production and conversion,,Op217
PP_0313,PP_0313,AE015451.2,,375954,376724,+,putative electron transfer flavoprotein beta subunit,Energy production and conversion,,Op217
PP_0314,PP_0314,AE015451.2,,377326,378057,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op218
PP_0315,gbcA,AE015451.2,,378122,379414,-,putative glycine-betaine dioxygenase subunit,Inorganic ion transport and metabolism,,Op219
PP_0316,gbcB,AE015451.2,,379704,380810,+,putative glycine-betaine dioxygenase subunit,Energy production and conversion,,Op220
PP_0317,PP_0317,AE015451.2,,380919,382544,-,Methyl-accepting chemotaxis transducer,Cell motility,,Op221
PP_0318,PP_0318,AE015451.2,,382811,383041,+,conserved protein of unknown function,No COG annotation,,Op222
PP_0319,PP_0319,AE015451.2,,383038,383340,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",,Op222
PP_0320,PP_0320,AE015451.2,,383523,385460,+,Methyl-accepting chemotaxis transducer,Cell motility,,Op223
PP_0321,ltaE,AE015451.2,,385495,386535,-,low specificity L-threonine aldolase,Amino acid transport and metabolism,,Op224
PP_0322,glyA-I,AE015451.2,,386861,388114,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,,Op225
PP_0323,soxB,AE015451.2,,388130,389380,+,sarcosine oxidase subunit beta,Amino acid transport and metabolism,,Op225
PP_0324,soxD,AE015451.2,,389395,389730,+,sarcosine oxidase subunit delta,Amino acid transport and metabolism,,Op225
PP_0325,soxA,AE015451.2,,389727,392741,+,sarcosine oxidase subunit alpha,Energy production and conversion,,Op225
PP_0326,soxG,AE015451.2,,392816,393448,+,sarcosine oxidase subunit gamma,Amino acid transport and metabolism,,Op225
PP_0327,purU-I,AE015451.2,,393460,394317,+,formyltetrahydrofolate deformylase,Nucleotide transport and metabolism,,Op225
PP_0328,fdhA,AE015451.2,,394619,395818,+,formaldehyde dehydrogenase,Energy production and conversion,,Op226
PP_0329,PP_0329,AE015451.2,,396022,396945,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op227
PP_0330,PP_0330,AE015451.2,,397139,397714,+,hypothetical protein,Function unknown,,Op228
PP_0331,PP_0331,AE015451.2,,397735,398484,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op229
PP_0332,PP_0332,AE015451.2,,398696,399583,-,putative Acyltransferase,Lipid transport and metabolism,,Op230
PP_0333,PP_0333,AE015451.2,,399765,400265,+,conserved exported protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op231
PP_0334,PP_0334,AE015451.2,,400415,401473,+,transposase,"Replication, recombination and repair",,Op232
PP_0335,PP_0335,AE015451.2,,401902,402525,-,Glutathione S-transferase family protein,"Post-translational modification, protein turnover, and chaperones",,Op233
PP_0336,msrA,AE015451.2,,402529,403197,-,Peptide methionine sulfoxide reductase MsrA,"Post-translational modification, protein turnover, and chaperones",,Op233
PP_0337,PP_0337,AE015451.2,,403366,406056,-,Sensory box protein,Signal transduction mechanisms,,Op234
PP_0338,aceF,AE015451.2,,406364,408004,-,AceF-S-acetyldihydrolipoate,Energy production and conversion,,Op235
PP_0339,aceE,AE015451.2,,408018,410663,-,Pyruvate dehydrogenase E1 component,Energy production and conversion,,Op235
PP_0340,glnE,AE015451.2,,411047,413980,+,Glutamate-ammonia-ligase adenylyltransferase,Coenzyme transport and metabolism,,Op236
PP_0341,waaF,AE015451.2,,414183,415232,+,ADP-heptose:LPS heptosyltransferase II,Cell wall/membrane/envelope biogenesis,,Op237
PP_0342,waaC,AE015451.2,,415233,416291,+,ADP-heptose:LPS heptosyltransferase I,Cell wall/membrane/envelope biogenesis,,Op237
PP_0343,waaG,AE015451.2,,416291,417415,+,lipopolysaccharide glucosyltransferase I,Cell wall/membrane/envelope biogenesis,,Op237
PP_0344,waaP,AE015451.2,,417412,418218,+,lipopolysaccharide core heptose (I) kinase,Nucleotide transport and metabolism,,Op237
PP_0345,PP_0345,AE015451.2,,418218,418952,+,putative Heptose kinase WapP,Transcription,,Op237
PP_0346,PP_0346,AE015451.2,,418949,419701,+,putative Heptose kinase WapQ,Transcription,,Op237
PP_0347,PP_0347,AE015451.2,,419701,421143,+,conserved protein of unknown function,Transcription,,Op237
PP_0348,PP_0348,AE015451.2,,421161,423947,-,conserved protein of unknown function,No COG annotation,,Op238
PP_5443,PP_5443,AE015451.2,,424015,424200,-,conserved protein of unknown function,No COG annotation,,Op239
PP_0349,PP_0349,AE015451.2,,424197,425309,-,putative Membrane protein,Function unknown,,Op239
PP_0350,PP_0350,AE015451.2,,425366,427798,-,Outer membrane ferrichrome-iron receptor,Inorganic ion transport and metabolism,,Op240
PP_0351,PP_0351,AE015451.2,,428050,429006,-,putative Transmembrane sensor protein,Inorganic ion transport and metabolism,,Op241
PP_0352,PP_0352,AE015451.2,,429003,429521,-,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op241
PP_0353,PP_0353,AE015451.2,,429669,430379,-,Exonuclease,"Replication, recombination and repair",,Op242
PP_0354,PP_0354,AE015451.2,,430376,432313,-,CBS domain protein,Signal transduction mechanisms,,Op242
PP_0355,PP_0355,AE015451.2,,432406,432975,+,Response regulator,Signal transduction mechanisms,,Op243
PP_0356,glcB,AE015451.2,,433022,435199,-,malate synthase G,Coenzyme transport and metabolism,,Op244
PP_0357,PP_0357,AE015451.2,,435649,436167,+,ACT domain protein,Amino acid transport and metabolism,,Op245
PP_0358,PP_0358,AE015451.2,,436400,437287,-,conserved membrane protein of unknown function,Function unknown,,Op246
PP_0359,rdoA,AE015451.2,,437352,438359,-,serine/threonine protein kinase,Nucleotide transport and metabolism,,Op247
PP_0360,modR,AE015451.2,,438425,439189,-,Molybdate transport regulator,Transcription,,Op248
PP_0361,PP_0361,AE015451.2,,439239,439970,-,putative Competence protein ComF,Function unknown,,Op249
PP_0362,bioB,AE015451.2,,440060,441118,+,Biotin synthase,Coenzyme transport and metabolism,,Op250
PP_0363,bioF,AE015451.2,,441120,442292,+,8-amino-7-oxononanoate synthase,Coenzyme transport and metabolism,,Op250
PP_0364,bioH,AE015451.2,,442285,443016,+,pimeloyl-[acp] methyl ester esterase,Function unknown,,Op250
